Date;SPX_Close;SPX_Open;SPX_Volume;VIX_Close;VIX_Open;SKEW_Close;SKEW_Open;SPX_Return;Abs_Return;RealizedVol_21d;IV_RV_Spread;VIX_Change;SKEW_Change;Vol_Ratio
2015-02-03;2050.030029296875;2022.7099609375;4615900000;17.329999923706055;18.40999984741211;129.77999877929688;129.77999877929688;0.014336238577453099;0.014336238577453099;0.18097807504803892;-0.007678075810978374;-0.10808030614957465;-0.1999969482421875;0.9575745525586992
2015-02-04;2041.510009765625;2048.860107421875;4141920000;18.329999923706055;17.81999969482422;126.19999694824219;126.19999694824219;-0.0041647065724529616;0.0041647065724529616;0.16920285354367887;0.01409714569338169;0.0577034047549001;-3.5800018310546875;1.0833150588074603
2015-02-05;2062.52001953125;2043.449951171875;3821990000;16.850000381469727;17.290000915527344;127.54000091552734;127.54000091552734;0.010238810710909235;0.010238810710909235;0.16878198953225235;-0.0002819857175550833;-0.08074192844497807;1.3400039672851562;0.998329290238037
2015-02-06;2055.469970703125;2062.280029296875;4232970000;17.290000915527344;16.290000915527344;125.62000274658203;125.62000274658203;-0.00342402761187852;0.00342402761187852;0.1653658413011797;0.007534167854093721;0.026112790747559567;-1.9199981689453125;1.0455606054721531
2015-02-09;2046.739990234375;2053.469970703125;3549540000;18.549999237060547;19.15999984741211;129.85000610351562;129.85000610351562;-0.004256239310481708;0.004256239310481708;0.15396579667129545;0.031534195699310014;0.07287439299101806;4.230003356933594;1.204812993411991
2015-02-10;2068.590087890625;2049.3798828125;3669850000;17.229999542236328;17.719999313354492;126.51000213623047;126.51000213623047;0.010618979554062366;0.010618979554062366;0.15550684367430323;0.016793151748060064;-0.07115901612475684;-3.3400039672851562;1.1079897922899908
2015-02-11;2068.530029296875;2068.550048828125;3596860000;16.959999084472656;17.43000030517578;128.38999938964844;128.38999938964844;-2.9034010158247172e-05;2.9034010158247172e-05;0.15231075485030904;0.017289235994417534;-0.015670369410156537;1.8799972534179688;1.113512903349533
2015-02-12;2088.47998046875;2069.97998046875;3788350000;15.34000015258789;16.389999389648438;129.9499969482422;129.9499969482422;0.009598295065916026;0.009598295065916026;0.15459304117932912;-0.0011930396534502175;-0.09551881010229057;1.55999755859375;0.9922827079126655
2015-02-13;2096.989990234375;2088.780029296875;3527450000;14.6899995803833;15.109999656677246;126.04000091552734;126.04000091552734;0.004066459227779422;0.004066459227779422;0.15245395379056026;-0.005553957986727254;-0.04237291823591893;-3.9099960327148438;0.9635696034859337
2015-02-17;2100.340087890625;2096.469970703125;3361750000;15.800000190734863;15.850000381469727;127.41999816894531;127.41999816894531;0.0015962996977983961;0.0015962996977983961;0.14686823809600025;0.011131763811348394;0.07556165024223915;1.3799972534179688;1.0757942217845096
2015-02-18;2099.679931640625;2099.159912109375;3370020000;15.449999809265137;16.739999771118164;127.41999816894531;127.41999816894531;-0.00031435862322874816;0.00031435862322874816;0.14170797385844588;0.012792024234205474;-0.022151922610416652;0.0;1.0902703206171278
2015-02-19;2097.449951171875;2099.25;3247100000;15.289999961853027;16.110000610351562;131.3000030517578;131.3000030517578;-0.0010626217157189283;0.0010626217157189283;0.14206757391152836;0.010832425707001908;-0.010355977306624964;3.8800048828125;1.0762484035501847
2015-02-20;2110.300048828125;2097.64990234375;3281600000;14.300000190734863;15.729999542236328;125.23999786376953;125.23999786376953;0.006107842721055837;0.006107842721055837;0.14251593072019136;0.0004840711871572645;-0.0647481866310079;-6.060005187988281;1.003396611064539
2015-02-23;2109.659912109375;2109.830078125;3093680000;14.5600004196167;15.050000190734863;134.66000366210938;134.66000366210938;-0.000303385211985694;0.000303385211985694;0.13407162162004901;0.01152838257611799;0.018181833945029924;9.420005798339844;1.0859867467612851
2015-02-24;2115.47998046875;2109.10009765625;3199840000;13.6899995803833;14.5;136.25999450683594;136.25999450683594;0.002754972468831103;0.002754972468831103;0.1320105900569696;0.00488940574686339;-0.059752803170338264;1.5999908447265625;1.0370379811555523
2015-02-25;2113.860107421875;2115.300048828125;3312340000;13.84000015258789;13.640000343322754;136.3300018310547;136.3300018310547;-0.0007660169636026022;0.0007660169636026022;0.1321618755940931;0.006238125931785826;0.010956944981906913;0.07000732421875;1.0472006462056038
2015-02-26;2110.739990234375;2113.909912109375;3408690000;13.90999984741211;13.550000190734863;126.19999694824219;126.19999694824219;-0.00147711863025381;0.00147711863025381;0.12135408092257544;0.01774591755154567;0.0050577813621721646;-10.1300048828125;1.1462325569658236
2015-02-27;2104.5;2110.8798828125;3547380000;13.34000015258789;14.069999694824219;126.4000015258789;126.4000015258789;-0.0029606830486323707;0.0029606830486323707;0.1092844447109364;0.024115556814942513;-0.04097769238511273;0.20000457763671875;1.2206677892606723
2015-03-02;2117.389892578125;2105.22998046875;3409490000;13.039999961853027;13.899999618530273;126.01000213623047;126.01000213623047;0.0061062381811330165;0.0061062381811330165;0.10711572509609862;0.023284274522431647;-0.022488769662919794;-0.3899993896484375;1.217374941928855
2015-03-03;2107.780029296875;2115.760009765625;3262300000;13.859999656677246;13.350000381469727;123.08999633789062;123.08999633789062;-0.004548872603817568;0.004548872603817568;0.09518709042820696;0.04341290613856551;0.06288341236372941;-2.9200057983398438;1.4560797682045852
2015-03-04;2098.530029296875;2107.719970703125;3421110000;14.229999542236328;14.279999732971191;127.88999938964844;127.88999938964844;-0.004398161230154572;0.004398161230154572;0.09041812060638911;0.05188187481597416;0.026695519099874554;4.8000030517578125;1.5737995267765839
2015-03-05;2101.0400390625;2098.5400390625;3103030000;14.039999961853027;14.010000228881836;127.26000213623047;127.26000213623047;0.001195365251036089;0.001195365251036089;0.07807030774140976;0.06232969187712052;-0.013352044026379573;-0.6299972534179688;1.7983789699353245
2015-03-06;2071.260009765625;2100.909912109375;3853570000;15.199999809265137;14.609999656677246;124.6500015258789;124.6500015258789;-0.014275356362467066;0.014275356362467066;0.09317185494260652;0.05882814315004484;0.08262107197748247;-2.6100006103515625;1.6313939245524598
2015-03-09;2079.429931640625;2072.25;3349090000;15.0600004196167;15.720000267028809;124.16000366210938;124.16000366210938;0.003936662357975969;0.003936662357975969;0.08741248357488267;0.06318752062128431;-0.00921048627665777;-0.48999786376953125;1.7228660946025423
2015-03-10;2044.1600341796875;2076.139892578125;3668900000;16.690000534057617;16.469999313354492;123.52999877929688;123.52999877929688;-0.017106820937141425;0.017106820937141425;0.10584074274936799;0.06105926259120818;0.10823373632299038;-0.6300048828125;1.576897525519045
2015-03-11;2040.239990234375;2044.68994140625;3406570000;16.8700008392334;16.440000534057617;123.72000122070312;123.72000122070312;-0.001919520676484767;0.001919520676484767;0.10503631500504237;0.06366369338729161;0.010784919078251187;0.19000244140625;1.6061112614645265
2015-03-12;2065.949951171875;2041.0999755859375;3405860000;15.420000076293945;16.450000762939453;121.52999877929688;121.52999877929688;0.012522702206037068;0.012522702206037068;0.10766994390117827;0.04653005686176119;-0.08595143395412796;-2.19000244140625;1.4321545565628553
2015-03-13;2053.39990234375;2064.56005859375;3498560000;16.0;15.470000267028809;120.5999984741211;120.5999984741211;-0.006093237090196838;0.006093237090196838;0.1096779596760159;0.0503220403239841;0.03761348384152874;-0.9300003051757812;1.4588163426146266
2015-03-16;2081.18994140625;2055.35009765625;3295600000;15.609999656677246;15.779999732971191;122.83000183105469;122.83000183105469;0.013442909023855906;0.013442909023855906;0.11476245368018867;0.041337542886583784;-0.02437502145767212;2.2300033569335938;1.360200932979179
2015-03-17;2074.280029296875;2080.590087890625;3221840000;15.65999984741211;16.309999465942383;125.44000244140625;125.44000244140625;-0.0033256977077820026;0.0033256977077820026;0.11418240311233167;0.04241759536178942;0.0032030872411630273;2.6100006103515625;1.3714897760564677
2015-03-18;2099.5;2072.840087890625;4128210000;13.970000267028809;14.600000381469727;128.50999450683594;128.50999450683594;0.012085101501628708;0.012085101501628708;0.12213428868343247;0.01756571398685562;-0.10791823734676353;3.0699920654296875;1.1438229523928805
2015-03-19;2089.27001953125;2098.68994140625;3305220000;14.069999694824219;14.680000305175781;127.94999694824219;127.94999694824219;-0.004884489126950175;0.004884489126950175;0.12329406895971727;0.01740592798852493;0.007158155038223146;-0.55999755859375;1.1411740900059986
2015-03-20;2108.10009765625;2090.320068359375;5554120000;13.020000457763672;13.520000457763672;131.08999633789062;131.08999633789062;0.008972382193259682;0.008972382193259682;0.12728305501915546;0.0029169495584812632;-0.0746268130657316;3.1399993896484375;1.0229170297495003
